,hockey_score_total_away,hockey_score_total_home,hockey_away_winner,hockey_home_winner,hockey_team_1,isaway1,hockey_team_2,isaway2,hockey_score_away,hockey_score_home,hockey_ml_away,hockey_ml_home,hockey_spread_line_away,hockey_spread_line_home,hockey_spread_line_away_money,hockey_spread_line_home_money,hockey_spread_line_away_delta,hockey_spread_line_home_delta,hockey_over,hockey_over_money,hockey_under_money,hockey_over_money_delta,hockey_under_money_delta,hockey_over_delta,hockey_date_updated
466,4,3,1,0,Vegas Golden Knights,True,New York Rangers,False,"[1, 2, 0, 1]","[1, 1, 1, 0]",-142.0,132.0,-1.5,1.5,188.0,-205.0,-7.0,10.0,6.0,113.0,-123.0,3.0,-3.0,0.0,2018-12-16T17:28:53.006114Z
467,3,4,0,1,Toronto Maple Leafs,True,Florida Panthers,False,"[0, 0, 3, 0]","[1, 1, 1, 1]",-148.0,138.0,-1.5,1.5,160.0,-170.0,-7.0,9.0,6.5,-115.0,105.0,8.0,-8.0,0.0,2018-12-15T23:47:39.235181Z
468,7,3,1,0,San Jose Sharks,True,Chicago Blackhawks,False,"[2, 3, 2]","[3, 0, 0]",-155.0,145.0,-1.5,1.5,175.0,-190.0,-1277.0,1712.0,6.5,102.0,-112.0,-3.0,3.0,0.0,2018-12-16T23:43:07.647899Z
469,4,0,1,0,Boston Bruins,True,Montreal Canadiens,False,"[1, 1, 2]","[0, 0, 0]",130.0,-140.0,1.5,-1.5,-202.0,187.0,-2.0,2.0,5.5,-125.0,115.0,-4.0,4.0,0.0,2018-12-18T00:06:36.344119Z
470,0,1,0,1,Vegas Golden Knights,True,Columbus Blue Jackets,False,"[0, 0, 0]","[0, 0, 1]",124.0,-134.0,1.5,-1.5,-215.0,195.0,5.0,-5.0,6.5,-115.0,105.0,-5.0,5.0,0.0,2018-12-18T00:05:05.348461Z
471,4,2,1,0,Anaheim Ducks,True,Pittsburgh Penguins,False,"[0, 3, 1]","[2, 0, 0]",160.0,-170.0,1.5,-1.5,-175.0,165.0,12.0,-7.0,6.0,-110.0,100.0,5.0,-5.0,0.0,2018-12-18T00:06:50.696279Z
472,2,4,0,1,Edmonton Oilers,True,Vancouver Canucks,False,"[0, 1, 1]","[0, 2, 2]",-125.0,115.0,-1.5,1.5,210.0,-230.0,10.0,-10.0,6.0,103.0,-113.0,208.0,2.0,0.0,2018-12-17T00:10:27.245711Z
473,4,5,0,1,Tampa Bay Lightning,True,Winnipeg Jets,False,"[1, 2, 1, 0]","[1, 2, 1, 1]",-110.0,100.0,-1.5,1.5,243.0,-263.0,3.0,-3.0,6.5,-125.0,115.0,-5.0,5.0,0.0,2018-12-16T23:50:11.098525Z
474,3,4,0,1,Nashville Predators,True,Ottawa Senators,False,"[0, 1, 2, 0]","[3, 0, 0, 1]",-170.0,160.0,-1.5,1.5,155.0,-165.0,-7.0,7.0,6.5,857.0,-1057.0,962.0,-952.0,0.0,2018-12-18T00:35:35.909023Z
475,7,2,1,0,Toronto Maple Leafs,True,New Jersey Devils,False,"[3, 2, 2]","[1, 0, 1]",-149.0,139.0,-1.5,1.5,170.0,-185.0,7.0,-12.0,6.5,-113.0,103.0,2.0,-2.0,0.0,2018-12-18T23:47:44.233195Z
476,4,0,1,0,Boston Bruins,True,Montreal Canadiens,False,"[1, 1, 2]","[0, 0, 0]",130.0,-140.0,1.5,-1.5,-202.0,187.0,-2.0,2.0,5.5,-125.0,115.0,-4.0,4.0,0.0,2018-12-18T00:06:36.344119Z
477,0,1,0,1,Vegas Golden Knights,True,Columbus Blue Jackets,False,"[0, 0, 0]","[0, 0, 1]",124.0,-134.0,1.5,-1.5,-215.0,195.0,5.0,-5.0,6.5,-115.0,105.0,-5.0,5.0,0.0,2018-12-18T00:05:05.348461Z
478,4,2,1,0,Anaheim Ducks,True,Pittsburgh Penguins,False,"[0, 3, 1]","[2, 0, 0]",160.0,-170.0,1.5,-1.5,-175.0,165.0,12.0,-7.0,6.0,-110.0,100.0,5.0,-5.0,0.0,2018-12-18T00:06:50.696279Z
479,1,3,0,1,Anaheim Ducks,True,New York Rangers,False,"[0, 1, 0]","[0, 0, 3]",133.0,-143.0,1.5,-1.5,-200.0,185.0,10.0,-5.0,6.0,105.0,-115.0,210.0,-10.0,0.0,2018-12-18T23:42:34.093188Z
480,4,1,1,0,New York Islanders,True,Colorado Avalanche,False,"[1, 2, 1]","[0, 1, 0]",155.0,-165.0,1.5,-1.5,-175.0,165.0,-5.0,5.0,6.5,100.0,-110.0,227.0,-227.0,0.5,2018-12-17T23:01:27.727057Z
481,3,4,0,1,Nashville Predators,True,Ottawa Senators,False,"[0, 1, 2, 0]","[3, 0, 0, 1]",-170.0,160.0,-1.5,1.5,155.0,-165.0,-7.0,7.0,6.5,857.0,-1057.0,962.0,-952.0,0.0,2018-12-18T00:35:35.909023Z
482,5,2,1,0,Florida Panthers,True,Buffalo Sabres,False,"[0, 1, 4]","[1, 1, 0]",104.0,-114.0,1.5,-1.5,-240.0,220.0,-10.0,10.0,6.0,-115.0,105.0,-5.0,5.0,0.0,2018-12-18T22:58:05.35598Z
483,2,3,0,1,Detroit Red Wings,True,Philadelphia Flyers,False,"[0, 1, 1]","[1, 2, 0]",175.0,-190.0,1.5,-1.5,-155.0,145.0,5.0,-5.0,6.5,105.0,-115.0,5.0,-5.0,0.0,2018-12-18T23:43:36.482748Z
484,7,2,1,0,Toronto Maple Leafs,True,New Jersey Devils,False,"[3, 2, 2]","[1, 0, 1]",-149.0,139.0,-1.5,1.5,170.0,-185.0,7.0,-12.0,6.5,-113.0,103.0,2.0,-2.0,0.0,2018-12-18T23:47:44.233195Z
485,1,4,0,1,Winnipeg Jets,True,Los Angeles Kings,False,"[0, 1, 0]","[1, 2, 1]",-160.0,150.0,-1.5,1.5,170.0,-185.0,-5.0,5.0,6.0,105.0,-115.0,-2.0,2.0,0.0,2018-12-18T23:09:54.185093Z
486,4,1,1,0,St. Louis Blues,True,Edmonton Oilers,False,"[1, 0, 3]","[0, 1, 0]",129.0,-139.0,1.5,-1.5,-190.0,175.0,5.0,-5.0,6.0,110.0,-120.0,5.0,-5.0,0.0,2018-12-18T23:47:26.108565Z
487,0,2,0,1,Calgary Flames,True,Dallas Stars,False,"[0, 0, 0]","[1, 1, 0]",-120.0,100.0,-1.5,1.5,220.0,-260.0,-10.0,-10.0,5.5,-115.0,-105.0,-5.0,-205.0,0.0,2018-12-19T01:14:57.357961Z
488,1,3,0,1,Anaheim Ducks,True,New York Rangers,False,"[0, 1, 0]","[0, 0, 3]",133.0,-143.0,1.5,-1.5,-200.0,185.0,10.0,-5.0,6.0,105.0,-115.0,210.0,-10.0,0.0,2018-12-18T23:42:34.093188Z
489,3,1,1,0,New York Islanders,True,Arizona Coyotes,False,"[1, 2, 0]","[1, 0, 0]",116.0,-126.0,1.5,-1.5,-228.0,208.0,-3.0,3.0,5.5,-110.0,100.0,3.0,-3.0,0.0,2018-12-19T01:34:26.557003Z
490,4,0,1,0,San Jose Sharks,True,Minnesota Wild,False,"[0, 2, 2]","[0, 0, 0]",-103.0,-107.0,1.5,-1.5,-255.0,235.0,-5.0,5.0,6.0,-115.0,105.0,-7.0,207.0,0.0,2018-12-18T19:01:36.401841Z
491,5,2,1,0,Tampa Bay Lightning,True,Vancouver Canucks,False,"[2, 1, 2]","[1, 0, 1]",-185.0,170.0,-1.5,1.5,135.0,-145.0,5.0,-5.0,6.5,-110.0,100.0,-4.0,204.0,0.0,2018-12-18T23:09:09.566073Z
492,1,2,0,1,Nashville Predators,True,Chicago Blackhawks,False,"[1, 0, 0]","[0, 2, 0]",-145.0,125.0,-1.5,1.5,173.0,-205.0,-6.0,12.0,6.0,-115.0,-105.0,5.0,-205.0,0.0,2018-12-19T01:20:02.584695Z
493,5,2,1,0,Florida Panthers,True,Buffalo Sabres,False,"[0, 1, 4]","[1, 1, 0]",104.0,-114.0,1.5,-1.5,-240.0,220.0,-10.0,10.0,6.0,-115.0,105.0,-5.0,5.0,0.0,2018-12-18T22:58:05.35598Z
494,2,3,0,1,Detroit Red Wings,True,Philadelphia Flyers,False,"[0, 1, 1]","[1, 2, 0]",175.0,-190.0,1.5,-1.5,-155.0,145.0,5.0,-5.0,6.5,105.0,-115.0,5.0,-5.0,0.0,2018-12-18T23:43:36.482748Z
495,1,2,0,1,Montreal Canadiens,True,Colorado Avalanche,False,"[1, 0, 0]","[0, 1, 1]",135.0,-145.0,1.5,-1.5,-185.0,170.0,-2.0,0.0,6.0,-135.0,125.0,-5.0,5.0,0.0,2018-12-20T01:31:05.971059Z
496,1,6,0,1,Florida Panthers,True,Toronto Maple Leafs,False,"[0, 0, 1]","[1, 2, 3]",192.0,-212.0,1.5,-1.5,-125.0,115.0,5.0,-5.0,6.5,-117.0,107.0,-2.0,2.0,0.0,2018-12-21T00:05:04.789761Z
497,1,2,0,1,New Jersey Devils,True,Columbus Blue Jackets,False,"[0, 1, 0]","[1, 1, 0]",168.0,-180.0,1.5,-1.5,-150.0,140.0,-5.0,5.0,6.0,-105.0,-105.0,10.0,-210.0,0.0,2018-12-21T00:03:57.75389Z
498,1,3,0,1,Anaheim Ducks,True,Boston Bruins,False,"[0, 0, 1]","[0, 2, 1]",140.0,-150.0,1.5,-1.5,-180.0,168.0,5.0,-2.0,5.5,105.0,-115.0,-3.0,3.0,0.0,2018-12-21T00:03:43.001971Z
499,1,2,0,1,Minnesota Wild,True,Pittsburgh Penguins,False,"[1, 0, 0]","[1, 0, 1]",105.0,-115.0,1.5,-1.5,-245.0,225.0,5.0,-5.0,6.5,105.0,-115.0,4.0,-4.0,0.0,2018-12-20T23:48:07.41802Z
500,4,1,1,0,Detroit Red Wings,True,Carolina Hurricanes,False,"[1, 1, 2]","[0, 1, 0]",210.0,-230.0,1.5,-1.5,-125.0,115.0,5.0,-5.0,6.0,103.0,-113.0,3.0,-3.0,0.0,2018-12-20T22:36:37.588586Z
501,1,2,0,1,Nashville Predators,True,Philadelphia Flyers,False,"[0, 1, 0]","[1, 1, 0]",-106.0,-104.0,-1.5,1.5,245.0,-265.0,6.0,-6.0,5.5,-117.0,107.0,-2.0,2.0,0.0,2018-12-21T00:04:40.356703Z
502,2,1,1,0,Pittsburgh Penguins,True,Washington Capitals,False,"[0, 2, 0]","[0, 1, 0]",118.0,-128.0,1.5,-1.5,-210.0,190.0,-10.0,5.0,6.5,-120.0,110.0,-2.0,2.0,0.0,2018-12-19T21:52:13.606827Z
503,2,5,0,1,Ottawa Senators,True,New Jersey Devils,False,"[0, 2, 0]","[2, 3, 0]",145.0,-155.0,1.5,-1.5,-170.0,160.0,3.0,-3.0,6.5,-108.0,-102.0,1.0,-1.0,0.0,2018-12-21T23:12:08.16362Z
504,2,1,1,0,Montreal Canadiens,True,Arizona Coyotes,False,"[0, 1, 1]","[0, 1, 0]",115.0,-125.0,1.5,-1.5,-245.0,225.0,-5.0,5.0,6.0,110.0,-120.0,7.0,-7.0,0.0,2018-12-21T00:15:08.325481Z
505,1,2,0,1,Buffalo Sabres,True,Washington Capitals,False,"[0, 0, 1]","[0, 1, 1]",168.0,-180.0,1.5,-1.5,-165.0,155.0,2.0,-2.0,6.5,110.0,-120.0,5.0,-5.0,0.0,2018-12-22T00:00:16.168195Z
506,1,6,0,1,Florida Panthers,True,Toronto Maple Leafs,False,"[0, 0, 1]","[1, 2, 3]",192.0,-212.0,1.5,-1.5,-125.0,115.0,5.0,-5.0,6.5,-117.0,107.0,-2.0,2.0,0.0,2018-12-21T00:05:04.789761Z
507,1,2,0,1,New Jersey Devils,True,Columbus Blue Jackets,False,"[0, 1, 0]","[1, 1, 0]",168.0,-180.0,1.5,-1.5,-150.0,140.0,-5.0,5.0,6.0,-105.0,-105.0,10.0,-210.0,0.0,2018-12-21T00:03:57.75389Z
508,5,2,1,0,Chicago Blackhawks,True,Dallas Stars,False,"[2, 1, 2]","[0, 1, 1]",175.0,-190.0,1.5,-1.5,-150.0,140.0,5.0,-5.0,6.0,105.0,-115.0,5.0,-5.0,0.0,2018-12-21T01:37:13.091571Z
509,1,3,0,1,Anaheim Ducks,True,Boston Bruins,False,"[0, 0, 1]","[0, 2, 1]",140.0,-150.0,1.5,-1.5,-180.0,168.0,5.0,-2.0,5.5,105.0,-115.0,-3.0,3.0,0.0,2018-12-21T00:03:43.001971Z
510,5,3,1,0,Winnipeg Jets,True,San Jose Sharks,False,"[3, 0, 2]","[2, 1, 0]",115.0,-125.0,1.5,-1.5,-217.0,197.0,-2.0,2.0,6.5,105.0,-115.0,3.0,-3.0,0.0,2018-12-21T03:35:05.969868Z
511,1,2,0,1,Minnesota Wild,True,Pittsburgh Penguins,False,"[1, 0, 0]","[1, 0, 1]",105.0,-115.0,1.5,-1.5,-245.0,225.0,5.0,-5.0,6.5,105.0,-115.0,4.0,-4.0,0.0,2018-12-20T23:48:07.41802Z
512,4,1,1,0,Detroit Red Wings,True,Carolina Hurricanes,False,"[1, 1, 2]","[0, 1, 0]",210.0,-230.0,1.5,-1.5,-125.0,115.0,5.0,-5.0,6.0,103.0,-113.0,3.0,-3.0,0.0,2018-12-20T22:36:37.588586Z
513,1,2,0,1,Nashville Predators,True,Philadelphia Flyers,False,"[0, 1, 0]","[1, 1, 0]",-106.0,-104.0,-1.5,1.5,245.0,-265.0,6.0,-6.0,5.5,-117.0,107.0,-2.0,2.0,0.0,2018-12-21T00:04:40.356703Z
514,1,5,0,1,St. Louis Blues,True,Vancouver Canucks,False,"[0, 0, 1]","[0, 2, 3]",105.0,-115.0,1.5,-1.5,-250.0,230.0,5.0,-5.0,6.0,110.0,-120.0,10.0,-10.0,0.0,2018-12-21T01:57:00.444487Z
515,2,4,0,1,New York Islanders,True,Vegas Golden Knights,False,"[2, 0, 0]","[0, 1, 3]",170.0,-185.0,1.5,-1.5,-150.0,140.0,-10.0,10.0,6.0,108.0,-118.0,3.0,-3.0,0.0,2018-12-21T02:00:31.350755Z
516,5,4,1,0,Tampa Bay Lightning,True,Calgary Flames,False,"[1, 2, 1, 0, 1]","[3, 0, 1, 0, 0]",-101.0,-109.0,-1.5,1.5,240.0,-260.0,5.0,-5.0,6.5,-127.0,117.0,-2.0,2.0,0.0,2018-12-21T01:42:04.044329Z
517,2,5,0,1,Ottawa Senators,True,New Jersey Devils,False,"[0, 2, 0]","[2, 3, 0]",145.0,-155.0,1.5,-1.5,-170.0,160.0,3.0,-3.0,6.5,-108.0,-102.0,1.0,-1.0,0.0,2018-12-21T23:12:08.16362Z
518,2,5,0,1,Nashville Predators,True,Boston Bruins,False,"[0, 1, 1]","[1, 0, 4]",130.0,-140.0,1.5,-1.5,-202.0,187.0,-2.0,2.0,5.5,115.0,-125.0,8.0,-8.0,0.0,2018-12-22T17:56:24.29981Z
519,3,2,1,0,Los Angeles Kings,True,San Jose Sharks,False,"[1, 0, 1, 1]","[0, 0, 2, 0]",194.0,-214.0,1.5,-1.5,-133.0,123.0,-3.0,3.0,6.0,117.0,-127.0,2.0,-2.0,0.0,2018-12-22T20:10:42.152326Z
520,4,3,1,0,Montreal Canadiens,True,Vegas Golden Knights,False,"[1, 1, 1, 1]","[1, 2, 0, 0]",158.0,-168.0,1.5,-1.5,-160.0,150.0,-5.0,5.0,6.0,100.0,-110.0,203.0,-3.0,0.0,2018-12-22T20:25:50.953051Z
521,1,2,0,1,Buffalo Sabres,True,Washington Capitals,False,"[0, 0, 1]","[0, 1, 1]",168.0,-180.0,1.5,-1.5,-165.0,155.0,2.0,-2.0,6.5,110.0,-120.0,5.0,-5.0,0.0,2018-12-22T00:00:16.168195Z
522,4,0,1,0,Washington Capitals,True,Ottawa Senators,False,"[2, 2, 0]","[0, 0, 0]",-157.0,147.0,-1.5,1.5,160.0,-170.0,10.0,-10.0,6.5,-120.0,110.0,5.0,-5.0,0.0,2018-12-22T23:34:14.227203Z
523,3,5,0,1,New York Rangers,True,Toronto Maple Leafs,False,"[0, 1, 2]","[1, 0, 4]",235.0,-255.0,1.5,-1.5,-106.0,-104.0,2.0,-2.0,6.5,-116.0,106.0,-2.0,2.0,0.0,2018-12-23T00:05:18.545493Z
524,4,6,0,1,Colorado Avalanche,True,Arizona Coyotes,False,"[1, 0, 3]","[2, 2, 2]",-108.0,-102.0,-1.5,1.5,245.0,-265.0,5.0,-5.0,6.0,101.0,-111.0,1.0,-1.0,0.0,2018-12-22T18:00:51.898759Z
525,3,0,1,0,Pittsburgh Penguins,True,Carolina Hurricanes,False,"[1, 2, 0]","[0, 0, 0]",110.0,-120.0,1.5,-1.5,-260.0,240.0,-5.0,5.0,6.0,-116.0,106.0,-1.0,1.0,0.0,2018-12-22T23:09:55.420889Z
526,3,1,1,0,St. Louis Blues,True,Calgary Flames,False,"[2, 0, 1]","[1, 0, 0]",162.0,-172.0,1.5,-1.5,-160.0,150.0,5.0,-5.0,6.0,-103.0,-107.0,-203.0,3.0,0.0,2018-12-22T20:44:35.329646Z
527,2,1,1,0,Florida Panthers,True,Detroit Red Wings,False,"[2, 0, 0]","[0, 1, 0]",-145.0,135.0,-1.5,1.5,200.0,-220.0,5.0,-5.0,6.0,100.0,-110.0,205.0,-5.0,0.0,2018-12-22T18:57:39.868372Z
528,0,3,0,1,Anaheim Ducks,True,Buffalo Sabres,False,"[0, 0, 0]","[1, 0, 2]",-102.0,-108.0,1.5,-1.5,-270.0,248.0,10.0,-7.0,5.5,103.0,-113.0,3.0,-3.0,0.0,2018-12-22T23:09:33.740033Z
529,4,3,1,0,Columbus Blue Jackets,True,Philadelphia Flyers,False,"[1, 3, 0]","[1, 1, 1]",-106.0,-104.0,1.5,-1.5,-280.0,255.0,-20.0,15.0,6.5,107.0,-117.0,2.0,-2.0,0.0,2018-12-22T17:59:33.310501Z
530,2,1,1,0,Chicago Blackhawks,True,Colorado Avalanche,False,"[1, 0, 1]","[0, 1, 0]",218.0,-238.0,1.5,-1.5,-108.0,-102.0,2.0,-202.0,6.5,-105.0,-105.0,5.0,5.0,0.0,2018-12-21T19:22:16.893371Z
531,4,5,0,1,Detroit Red Wings,True,Toronto Maple Leafs,False,"[2, 1, 1, 0]","[1, 2, 1, 1]",256.0,-282.0,1.5,-1.5,115.0,-125.0,5.0,-5.0,6.5,-108.0,-102.0,2.0,-202.0,0.0,2018-12-24T00:21:42.521812Z
532,4,0,1,0,Washington Capitals,True,Ottawa Senators,False,"[2, 2, 0]","[0, 0, 0]",-157.0,147.0,-1.5,1.5,160.0,-170.0,10.0,-10.0,6.5,-120.0,110.0,5.0,-5.0,0.0,2018-12-22T23:34:14.227203Z
533,3,2,1,0,Philadelphia Flyers,True,New York Rangers,False,"[0, 1, 1, 0, 1]","[1, 0, 1, 0, 0]",-105.0,-105.0,1.5,-1.5,-270.0,248.0,-14.0,12.0,6.0,-105.0,-105.0,20.0,-220.0,0.5,2018-12-23T21:12:02.505832Z
534,3,5,0,1,New York Rangers,True,Toronto Maple Leafs,False,"[0, 1, 2]","[1, 0, 4]",235.0,-255.0,1.5,-1.5,-106.0,-104.0,2.0,-2.0,6.5,-116.0,106.0,-2.0,2.0,0.0,2018-12-23T00:05:18.545493Z
535,6,3,1,0,Florida Panthers,True,Chicago Blackhawks,False,"[1, 3, 2]","[1, 1, 1]",-102.0,-108.0,1.5,-1.5,-265.0,245.0,-5.0,5.0,6.0,-117.0,107.0,-4.0,4.0,0.0,2018-12-23T19:20:08.509408Z
536,4,6,0,1,Colorado Avalanche,True,Arizona Coyotes,False,"[1, 0, 3]","[2, 2, 2]",-108.0,-102.0,-1.5,1.5,245.0,-265.0,5.0,-5.0,6.0,101.0,-111.0,1.0,-1.0,0.0,2018-12-22T18:00:51.898759Z
537,3,0,1,0,Pittsburgh Penguins,True,Carolina Hurricanes,False,"[1, 2, 0]","[0, 0, 0]",110.0,-120.0,1.5,-1.5,-260.0,240.0,-5.0,5.0,6.0,-116.0,106.0,-1.0,1.0,0.0,2018-12-22T23:09:55.420889Z
538,6,3,1,0,Tampa Bay Lightning,True,Edmonton Oilers,False,"[1, 2, 3]","[1, 1, 1]",-145.0,135.0,-1.5,1.5,175.0,-190.0,5.0,-5.0,6.0,-123.0,113.0,4.0,-4.0,0.0,2018-12-23T03:02:59.944031Z
539,2,1,1,0,Dallas Stars,True,Minnesota Wild,False,"[0, 0, 1, 1]","[0, 0, 1, 0]",138.0,-148.0,1.5,-1.5,-200.0,185.0,-5.0,5.0,6.0,115.0,-125.0,10.0,-10.0,0.0,2018-12-23T01:02:47.355851Z
540,3,0,1,0,Columbus Blue Jackets,True,New Jersey Devils,False,"[2, 1, 0]","[0, 0, 0]",-114.0,104.0,-1.5,1.5,245.0,-265.0,5.0,-5.0,6.0,-110.0,100.0,20.0,-20.0,0.5,2018-12-23T16:31:31.655986Z
541,1,0,1,0,Winnipeg Jets,True,Vancouver Canucks,False,"[0, 0, 1]","[0, 0, 0]",-135.0,125.0,-1.5,1.5,185.0,-200.0,10.0,-10.0,6.5,-105.0,-105.0,3.0,-3.0,0.0,2018-12-23T00:07:51.552811Z
542,0,3,0,1,Anaheim Ducks,True,Buffalo Sabres,False,"[0, 0, 0]","[1, 0, 2]",-102.0,-108.0,1.5,-1.5,-270.0,248.0,10.0,-7.0,5.5,103.0,-113.0,3.0,-3.0,0.0,2018-12-22T23:09:33.740033Z
543,3,5,0,1,Boston Bruins,True,Carolina Hurricanes,False,"[2, 1, 0]","[1, 3, 1]",-116.0,106.0,-1.5,1.5,225.0,-245.0,5.0,-5.0,5.5,-105.0,-105.0,-223.0,23.0,-0.5,2018-12-23T21:10:23.341729Z
544,4,5,0,1,Detroit Red Wings,True,Toronto Maple Leafs,False,"[2, 1, 1, 0]","[1, 2, 1, 1]",256.0,-282.0,1.5,-1.5,115.0,-125.0,5.0,-5.0,6.5,-108.0,-102.0,2.0,-202.0,0.0,2018-12-24T00:21:42.521812Z
545,3,1,1,0,New York Islanders,True,Dallas Stars,False,"[0, 1, 2]","[0, 1, 0]",132.0,-142.0,1.5,-1.5,-210.0,190.0,5.0,-5.0,5.5,-110.0,100.0,-215.0,215.0,-0.5,2018-12-23T22:56:36.144418Z
546,3,2,1,0,Philadelphia Flyers,True,New York Rangers,False,"[0, 1, 1, 0, 1]","[1, 0, 1, 0, 0]",-105.0,-105.0,1.5,-1.5,-270.0,248.0,-14.0,12.0,6.0,-105.0,-105.0,20.0,-220.0,0.5,2018-12-23T21:12:02.505832Z
547,6,3,1,0,Florida Panthers,True,Chicago Blackhawks,False,"[1, 3, 2]","[1, 1, 1]",-102.0,-108.0,1.5,-1.5,-265.0,245.0,-5.0,5.0,6.0,-117.0,107.0,-4.0,4.0,0.0,2018-12-23T19:20:08.509408Z
548,4,3,1,1,Arizona Coyotes,True,San Jose Sharks,False,"[1, 1, 1, 0, 1]","[1, 0, 2, 0, 0]",188.0,-205.0,1.5,-1.5,-130.0,120.0,-10.0,10.0,6.0,105.0,-115.0,210.0,-10.0,0.0,2018-12-23T22:45:44.667533Z
549,4,3,1,0,Los Angeles Kings,True,Vegas Golden Knights,False,"[0, 2, 1, 1]","[1, 1, 1, 0]",176.0,-191.0,1.5,-1.5,-143.0,133.0,-1.0,1.0,6.0,115.0,-125.0,10.0,-10.0,0.0,2018-12-23T22:47:55.59275Z
550,4,3,1,0,Columbus Blue Jackets,True,New York Rangers,False,"[2, 0, 1, 1]","[1, 1, 1, 0]",-115.0,105.0,-1.5,1.5,220.0,-240.0,10.0,-10.0,6.0,-110.0,100.0,-211.0,211.0,0.0,2018-12-27T23:51:46.038633Z
551,1,3,0,1,Carolina Hurricanes,True,Washington Capitals,False,"[0, 0, 1]","[0, 2, 1]",140.0,-150.0,1.5,-1.5,-185.0,170.0,-10.0,5.0,6.0,-110.0,100.0,5.0,205.0,0.0,2018-12-27T03:07:37.956518Z
552,5,6,0,1,Philadelphia Flyers,True,Tampa Bay Lightning,False,"[1, 1, 3, 0]","[2, 3, 0, 1]",200.0,-220.0,1.5,-1.5,-130.0,120.0,10.0,-10.0,6.5,-110.0,100.0,-2.0,202.0,0.0,2018-12-27T23:05:22.320674Z
553,2,5,0,1,Detroit Red Wings,True,Pittsburgh Penguins,False,"[1, 0, 1]","[0, 3, 2]",234.0,-254.0,1.5,-1.5,-115.0,105.0,4.0,-4.0,6.0,-125.0,115.0,-5.0,5.0,0.0,2018-12-27T22:02:31.619286Z
554,5,2,1,0,New Jersey Devils,True,Boston Bruins,False,"[2, 0, 3]","[0, 1, 1]",200.0,-220.0,1.5,-1.5,-130.0,120.0,5.0,-5.0,6.0,100.0,-110.0,-7.0,7.0,0.0,2018-12-27T23:54:26.43802Z
555,4,3,1,0,Columbus Blue Jackets,True,New York Rangers,False,"[2, 0, 1, 1]","[1, 1, 1, 0]",-115.0,105.0,-1.5,1.5,220.0,-240.0,10.0,-10.0,6.0,-110.0,100.0,-211.0,211.0,0.0,2018-12-27T23:51:46.038633Z
556,2,0,1,0,Dallas Stars,True,Nashville Predators,False,"[1, 1, 0]","[0, 0, 0]",153.0,-163.0,1.5,-1.5,-174.0,164.0,1.0,-1.0,5.5,101.0,-111.0,1.0,-1.0,0.0,2018-12-27T22:46:57.941229Z
557,5,3,1,0,Montreal Canadiens,True,Florida Panthers,False,"[2, 0, 3]","[2, 0, 1]",128.0,-138.0,1.5,-1.5,-194.0,179.0,3.0,-3.0,6.0,-118.0,108.0,2.0,-2.0,0.0,2018-12-28T23:48:26.812158Z
558,1,3,0,1,Carolina Hurricanes,True,Washington Capitals,False,"[0, 0, 1]","[0, 2, 1]",140.0,-150.0,1.5,-1.5,-185.0,170.0,-10.0,5.0,6.0,-110.0,100.0,5.0,205.0,0.0,2018-12-27T03:07:37.956518Z
559,2,5,0,1,Minnesota Wild,True,Chicago Blackhawks,False,"[1, 0, 1]","[1, 2, 2]",-147.0,137.0,-1.5,1.5,181.0,-196.0,-4.0,4.0,6.0,100.0,-110.0,-5.0,5.0,0.0,2018-12-28T00:15:23.896925Z
560,1,4,0,1,Buffalo Sabres,True,St. Louis Blues,False,"[0, 1, 0]","[0, 3, 1]",120.0,-130.0,1.5,-1.5,-215.0,195.0,5.0,-5.0,6.0,107.0,-117.0,2.0,-2.0,0.0,2018-12-27T16:23:04.479278Z
561,1,2,0,1,Arizona Coyotes,True,Los Angeles Kings,False,"[1, 0, 0]","[1, 0, 1]",129.0,-139.0,1.5,-1.5,-210.0,190.0,5.0,-5.0,5.5,115.0,-125.0,5.0,-5.0,0.0,2018-12-28T01:40:51.069911Z
562,3,6,0,1,Ottawa Senators,True,New York Islanders,False,"[1, 2, 0]","[0, 2, 4]",155.0,-165.0,1.5,-1.5,-160.0,150.0,6.0,-6.0,6.0,-126.0,116.0,2.0,-2.0,0.0,2018-12-29T00:02:38.337544Z
563,1,2,0,1,Colorado Avalanche,True,Vegas Golden Knights,False,"[1, 0, 0]","[1, 0, 1]",129.0,-139.0,1.5,-1.5,-205.0,188.0,-5.0,3.0,6.0,-122.0,112.0,-2.0,2.0,0.0,2018-12-28T02:51:56.883422Z
564,5,6,0,1,Philadelphia Flyers,True,Tampa Bay Lightning,False,"[1, 1, 3, 0]","[2, 3, 0, 1]",200.0,-220.0,1.5,-1.5,-130.0,120.0,10.0,-10.0,6.5,-110.0,100.0,-2.0,202.0,0.0,2018-12-27T23:05:22.320674Z
565,4,2,1,0,Toronto Maple Leafs,True,Columbus Blue Jackets,False,"[2, 1, 1]","[1, 0, 1]",-110.0,100.0,-1.5,1.5,235.0,-255.0,7.0,-7.0,6.5,-118.0,108.0,2.0,-2.0,0.0,2018-12-28T19:34:09.672009Z
566,2,4,0,1,Anaheim Ducks,True,San Jose Sharks,False,"[1, 0, 1]","[1, 1, 2]",160.0,-170.0,1.5,-1.5,-170.0,160.0,5.0,-5.0,6.0,108.0,-118.0,-1.0,1.0,0.0,2018-12-28T03:35:29.943237Z
